"DATE","normalAvgTemp","normalAvgTempStd","normalMaxTemp","normalMaxTempStd","normalMinTemp","normalMinTempStd","normalMtdPrcp","normalMtdSnow","ELEVATION","STATION","Long","Lat","ZipCode","County","State","RadiusInMiles","BoundsWest","BoundsEast","BoundsNorth","BoundsSouth"
"05-30",60.6,7.1,73.3,8.3,48,8.3,3.54,0,128,"USC00432769",-72.8083,44.9094,"05450","Franklin County","VT",12,-72.951129,-72.642921,45.016421,44.791004
"05-31",60.9,7,73.5,8.2,48.3,8.3,3.67,0,128,"USC00432769",-72.8083,44.9094,"05450","Franklin County","VT",12,-72.951129,-72.642921,45.016421,44.791004
"06-01",61.2,7,73.7,8.1,48.6,8.3,0.14,0,128,"USC00432769",-72.8083,44.9094,"05450","Franklin County","VT",12,-72.951129,-72.642921,45.016421,44.791004
"06-02",61.4,7,73.9,8.1,48.9,8.3,0.28,0,128,"USC00432769",-72.8083,44.9094,"05450","Franklin County","VT",12,-72.951129,-72.642921,45.016421,44.791004
"06-03",61.7,6.9,74.1,8,49.2,8.2,0.43,0,128,"USC00432769",-72.8083,44.9094,"05450","Franklin County","VT",12,-72.951129,-72.642921,45.016421,44.791004
"06-04",62,6.9,74.4,7.9,49.5,8.2,0.57,0,128,"USC00432769",-72.8083,44.9094,"05450","Franklin County","VT",12,-72.951129,-72.642921,45.016421,44.791004
"06-05",62.2,6.8,74.6,7.9,49.9,8.2,0.72,0,128,"USC00432769",-72.8083,44.9094,"05450","Franklin County","VT",12,-72.951129,-72.642921,45.016421,44.791004
"06-06",62.5,6.8,74.8,7.8,50.2,8.1,0.86,0,128,"USC00432769",-72.8083,44.9094,"05450","Franklin County","VT",12,-72.951129,-72.642921,45.016421,44.791004
"06-07",62.8,6.7,75.1,7.7,50.5,8.1,1,0,128,"USC00432769",-72.8083,44.9094,"05450","Franklin County","VT",12,-72.951129,-72.642921,45.016421,44.791004
"06-08",63,6.7,75.3,7.6,50.8,8.1,1.15,0,128,"USC00432769",-72.8083,44.9094,"05450","Franklin County","VT",12,-72.951129,-72.642921,45.016421,44.791004
"06-09",63.3,6.6,75.5,7.6,51.1,8,1.29,0,128,"USC00432769",-72.8083,44.9094,"05450","Franklin County","VT",12,-72.951129,-72.642921,45.016421,44.791004
"06-10",63.6,6.6,75.8,7.5,51.4,8,1.43,0,128,"USC00432769",-72.8083,44.9094,"05450","Franklin County","VT",12,-72.951129,-72.642921,45.016421,44.791004
"06-11",63.9,6.5,76,7.4,51.7,7.9,1.58,0,128,"USC00432769",-72.8083,44.9094,"05450","Franklin County","VT",12,-72.951129,-72.642921,45.016421,44.791004
"06-12",64.1,6.5,76.3,7.4,52,7.9,1.72,0,128,"USC00432769",-72.8083,44.9094,"05450","Franklin County","VT",12,-72.951129,-72.642921,45.016421,44.791004
"06-13",64.4,6.4,76.5,7.3,52.3,7.9,1.86,0,128,"USC00432769",-72.8083,44.9094,"05450","Franklin County","VT",12,-72.951129,-72.642921,45.016421,44.791004
"06-14",64.7,6.4,76.8,7.3,52.6,7.8,2.01,0,128,"USC00432769",-72.8083,44.9094,"05450","Franklin County","VT",12,-72.951129,-72.642921,45.016421,44.791004
"06-15",64.9,6.3,77,7.2,52.8,7.8,2.15,0,128,"USC00432769",-72.8083,44.9094,"05450","Franklin County","VT",12,-72.951129,-72.642921,45.016421,44.791004
"06-16",65.2,6.3,77.2,7.1,53.1,7.7,2.29,0,128,"USC00432769",-72.8083,44.9094,"05450","Franklin County","VT",12,-72.951129,-72.642921,45.016421,44.791004
"06-17",65.4,6.3,77.5,7.1,53.4,7.7,2.43,0,128,"USC00432769",-72.8083,44.9094,"05450","Franklin County","VT",12,-72.951129,-72.642921,45.016421,44.791004
"06-18",65.7,6.2,77.7,7,53.7,7.7,2.56,0,128,"USC00432769",-72.8083,44.9094,"05450","Franklin County","VT",12,-72.951129,-72.642921,45.016421,44.791004
"06-19",66,6.2,78,7,53.9,7.6,2.7,0,128,"USC00432769",-72.8083,44.9094,"05450","Franklin County","VT",12,-72.951129,-72.642921,45.016421,44.791004
"06-20",66.2,6.2,78.2,6.9,54.2,7.6,2.85,0,128,"USC00432769",-72.8083,44.9094,"05450","Franklin County","VT",12,-72.951129,-72.642921,45.016421,44.791004
"06-21",66.4,6.1,78.5,6.9,54.4,7.6,3,0,128,"USC00432769",-72.8083,44.9094,"05450","Franklin County","VT",12,-72.951129,-72.642921,45.016421,44.791004
"06-22",66.7,6.1,78.7,6.8,54.7,7.5,3.15,0,128,"USC00432769",-72.8083,44.9094,"05450","Franklin County","VT",12,-72.951129,-72.642921,45.016421,44.791004
"06-23",66.9,6.1,78.9,6.7,54.9,7.5,3.3,0,128,"USC00432769",-72.8083,44.9094,"05450","Franklin County","VT",12,-72.951129,-72.642921,45.016421,44.791004
"06-24",67.1,6,79.2,6.7,55.1,7.5,3.45,0,128,"USC00432769",-72.8083,44.9094,"05450","Franklin County","VT",12,-72.951129,-72.642921,45.016421,44.791004
"06-25",67.4,6,79.4,6.6,55.4,7.4,3.61,0,128,"USC00432769",-72.8083,44.9094,"05450","Franklin County","VT",12,-72.951129,-72.642921,45.016421,44.791004
"06-26",67.6,6,79.6,6.6,55.6,7.4,3.77,0,128,"USC00432769",-72.8083,44.9094,"05450","Franklin County","VT",12,-72.951129,-72.642921,45.016421,44.791004
"06-27",67.8,5.9,79.8,6.5,55.8,7.4,3.92,0,128,"USC00432769",-72.8083,44.9094,"05450","Franklin County","VT",12,-72.951129,-72.642921,45.016421,44.791004
"06-28",68,5.9,80,6.4,56,7.3,4.08,0,128,"USC00432769",-72.8083,44.9094,"05450","Franklin County","VT",12,-72.951129,-72.642921,45.016421,44.791004
"06-29",68.2,5.8,80.2,6.4,56.1,7.3,4.23,0,128,"USC00432769",-72.8083,44.9094,"05450","Franklin County","VT",12,-72.951129,-72.642921,45.016421,44.791004
"06-30",68.3,5.8,80.4,6.3,56.3,7.2,4.38,0,128,"USC00432769",-72.8083,44.9094,"05450","Franklin County","VT",12,-72.951129,-72.642921,45.016421,44.791004
"07-01",68.5,5.8,80.5,6.2,56.5,7.2,0.13,0,128,"USC00432769",-72.8083,44.9094,"05450","Franklin County","VT",12,-72.951129,-72.642921,45.016421,44.791004
"07-02",68.7,5.7,80.7,6.2,56.6,7.2,0.26,0,128,"USC00432769",-72.8083,44.9094,"05450","Franklin County","VT",12,-72.951129,-72.642921,45.016421,44.791004
"07-03",68.8,5.7,80.8,6.1,56.8,7.2,0.39,0,128,"USC00432769",-72.8083,44.9094,"05450","Franklin County","VT",12,-72.951129,-72.642921,45.016421,44.791004
"07-04",69,5.7,81,6.1,56.9,7.1,0.53,0,128,"USC00432769",-72.8083,44.9094,"05450","Franklin County","VT",12,-72.951129,-72.642921,45.016421,44.791004
"07-05",69.1,5.7,81.1,6,57.1,7.1,0.67,0,128,"USC00432769",-72.8083,44.9094,"05450","Franklin County","VT",12,-72.951129,-72.642921,45.016421,44.791004
"07-06",69.2,5.7,81.2,6,57.2,7.1,0.8,0,128,"USC00432769",-72.8083,44.9094,"05450","Franklin County","VT",12,-72.951129,-72.642921,45.016421,44.791004
"07-07",69.3,5.6,81.3,5.9,57.3,7.1,0.94,0,128,"USC00432769",-72.8083,44.9094,"05450","Franklin County","VT",12,-72.951129,-72.642921,45.016421,44.791004
"07-08",69.4,5.6,81.4,5.9,57.4,7.1,1.08,0,128,"USC00432769",-72.8083,44.9094,"05450","Franklin County","VT",12,-72.951129,-72.642921,45.016421,44.791004
"07-09",69.5,5.6,81.5,5.8,57.5,7.1,1.22,0,128,"USC00432769",-72.8083,44.9094,"05450","Franklin County","VT",12,-72.951129,-72.642921,45.016421,44.791004
"07-10",69.6,5.6,81.6,5.8,57.6,7.1,1.37,0,128,"USC00432769",-72.8083,44.9094,"05450","Franklin County","VT",12,-72.951129,-72.642921,45.016421,44.791004
"07-11",69.7,5.5,81.7,5.7,57.6,7,1.51,0,128,"USC00432769",-72.8083,44.9094,"05450","Franklin County","VT",12,-72.951129,-72.642921,45.016421,44.791004
"07-12",69.7,5.5,81.7,5.7,57.7,7,1.65,0,128,"USC00432769",-72.8083,44.9094,"05450","Franklin County","VT",12,-72.951129,-72.642921,45.016421,44.791004
"07-13",69.8,5.5,81.8,5.6,57.8,7,1.79,0,128,"USC00432769",-72.8083,44.9094,"05450","Franklin County","VT",12,-72.951129,-72.642921,45.016421,44.791004
"07-14",69.8,5.5,81.8,5.6,57.8,7,1.93,0,128,"USC00432769",-72.8083,44.9094,"05450","Franklin County","VT",12,-72.951129,-72.642921,45.016421,44.791004
"07-15",69.8,5.4,81.8,5.5,57.9,7,2.06,0,128,"USC00432769",-72.8083,44.9094,"05450","Franklin County","VT",12,-72.951129,-72.642921,45.016421,44.791004
"07-16",69.9,5.4,81.8,5.5,57.9,6.9,2.19,0,128,"USC00432769",-72.8083,44.9094,"05450","Franklin County","VT",12,-72.951129,-72.642921,45.016421,44.791004
"07-17",69.9,5.4,81.8,5.4,57.9,6.9,2.33,0,128,"USC00432769",-72.8083,44.9094,"05450","Franklin County","VT",12,-72.951129,-72.642921,45.016421,44.791004
"07-18",69.9,5.3,81.8,5.4,57.9,6.9,2.46,0,128,"USC00432769",-72.8083,44.9094,"05450","Franklin County","VT",12,-72.951129,-72.642921,45.016421,44.791004
"07-19",69.9,5.3,81.8,5.3,58,6.9,2.59,0,128,"USC00432769",-72.8083,44.9094,"05450","Franklin County","VT",12,-72.951129,-72.642921,45.016421,44.791004
"07-20",69.9,5.3,81.8,5.3,58,6.8,2.73,0,128,"USC00432769",-72.8083,44.9094,"05450","Franklin County","VT",12,-72.951129,-72.642921,45.016421,44.791004
"07-21",69.9,5.2,81.8,5.3,58,6.8,2.86,0,128,"USC00432769",-72.8083,44.9094,"05450","Franklin County","VT",12,-72.951129,-72.642921,45.016421,44.791004
"07-22",69.9,5.2,81.8,5.3,58,6.8,3,0,128,"USC00432769",-72.8083,44.9094,"05450","Franklin County","VT",12,-72.951129,-72.642921,45.016421,44.791004
"07-23",69.8,5.2,81.7,5.3,57.9,6.8,3.15,0,128,"USC00432769",-72.8083,44.9094,"05450","Franklin County","VT",12,-72.951129,-72.642921,45.016421,44.791004
"07-24",69.8,5.2,81.7,5.2,57.9,6.8,3.29,0,128,"USC00432769",-72.8083,44.9094,"05450","Franklin County","VT",12,-72.951129,-72.642921,45.016421,44.791004
"07-25",69.8,5.2,81.6,5.2,57.9,6.8,3.42,0,128,"USC00432769",-72.8083,44.9094,"05450","Franklin County","VT",12,-72.951129,-72.642921,45.016421,44.791004
"07-26",69.7,5.2,81.6,5.2,57.9,6.8,3.55,0,128,"USC00432769",-72.8083,44.9094,"05450","Franklin County","VT",12,-72.951129,-72.642921,45.016421,44.791004
"07-27",69.7,5.2,81.6,5.2,57.8,6.8,3.68,0,128,"USC00432769",-72.8083,44.9094,"05450","Franklin County","VT",12,-72.951129,-72.642921,45.016421,44.791004
"07-28",69.6,5.2,81.5,5.2,57.8,6.8,3.82,0,128,"USC00432769",-72.8083,44.9094,"05450","Franklin County","VT",12,-72.951129,-72.642921,45.016421,44.791004
"07-29",69.6,5.2,81.4,5.2,57.7,6.9,3.96,0,128,"USC00432769",-72.8083,44.9094,"05450","Franklin County","VT",12,-72.951129,-72.642921,45.016421,44.791004
"07-30",69.5,5.2,81.4,5.2,57.7,6.9,4.11,0,128,"USC00432769",-72.8083,44.9094,"05450","Franklin County","VT",12,-72.951129,-72.642921,45.016421,44.791004
"07-31",69.5,5.2,81.3,5.2,57.6,6.9,4.25,0,128,"USC00432769",-72.8083,44.9094,"05450","Franklin County","VT",12,-72.951129,-72.642921,45.016421,44.791004
"08-01",69.4,5.2,81.3,5.2,57.6,6.9,0.15,0,128,"USC00432769",-72.8083,44.9094,"05450","Franklin County","VT",12,-72.951129,-72.642921,45.016421,44.791004
"08-02",69.4,5.2,81.2,5.2,57.5,6.9,0.31,0,128,"USC00432769",-72.8083,44.9094,"05450","Franklin County","VT",12,-72.951129,-72.642921,45.016421,44.791004
"08-03",69.3,5.2,81.1,5.2,57.5,6.9,0.46,0,128,"USC00432769",-72.8083,44.9094,"05450","Franklin County","VT",12,-72.951129,-72.642921,45.016421,44.791004
"08-04",69.2,5.2,81.1,5.3,57.4,6.9,0.61,0,128,"USC00432769",-72.8083,44.9094,"05450","Franklin County","VT",12,-72.951129,-72.642921,45.016421,44.791004
"08-05",69.1,5.2,81,5.3,57.3,6.9,0.77,0,128,"USC00432769",-72.8083,44.9094,"05450","Franklin County","VT",12,-72.951129,-72.642921,45.016421,44.791004
"08-06",69.1,5.2,80.9,5.3,57.2,6.9,0.92,0,128,"USC00432769",-72.8083,44.9094,"05450","Franklin County","VT",12,-72.951129,-72.642921,45.016421,44.791004
"08-07",69,5.2,80.9,5.3,57.1,6.9,1.07,0,128,"USC00432769",-72.8083,44.9094,"05450","Franklin County","VT",12,-72.951129,-72.642921,45.016421,44.791004
"08-08",68.9,5.3,80.8,5.3,57,6.9,1.22,0,128,"USC00432769",-72.8083,44.9094,"05450","Franklin County","VT",12,-72.951129,-72.642921,45.016421,44.791004
"08-09",68.8,5.3,80.7,5.4,56.9,7,1.36,0,128,"USC00432769",-72.8083,44.9094,"05450","Franklin County","VT",12,-72.951129,-72.642921,45.016421,44.791004
"08-10",68.7,5.3,80.6,5.4,56.8,7,1.51,0,128,"USC00432769",-72.8083,44.9094,"05450","Franklin County","VT",12,-72.951129,-72.642921,45.016421,44.791004
"08-11",68.6,5.3,80.5,5.4,56.7,7,1.66,0,128,"USC00432769",-72.8083,44.9094,"05450","Franklin County","VT",12,-72.951129,-72.642921,45.016421,44.791004
"08-12",68.6,5.4,80.5,5.4,56.6,7.1,1.81,0,128,"USC00432769",-72.8083,44.9094,"05450","Franklin County","VT",12,-72.951129,-72.642921,45.016421,44.791004
"08-13",68.5,5.4,80.4,5.5,56.5,7.1,1.96,0,128,"USC00432769",-72.8083,44.9094,"05450","Franklin County","VT",12,-72.951129,-72.642921,45.016421,44.791004
"08-14",68.3,5.5,80.3,5.5,56.4,7.2,2.11,0,128,"USC00432769",-72.8083,44.9094,"05450","Franklin County","VT",12,-72.951129,-72.642921,45.016421,44.791004
"08-15",68.2,5.5,80.2,5.6,56.3,7.2,2.26,0,128,"USC00432769",-72.8083,44.9094,"05450","Franklin County","VT",12,-72.951129,-72.642921,45.016421,44.791004
"08-16",68.1,5.6,80.1,5.6,56.1,7.3,2.41,0,128,"USC00432769",-72.8083,44.9094,"05450","Franklin County","VT",12,-72.951129,-72.642921,45.016421,44.791004
"08-17",68,5.6,80,5.7,56,7.3,2.57,0,128,"USC00432769",-72.8083,44.9094,"05450","Franklin County","VT",12,-72.951129,-72.642921,45.016421,44.791004
"08-18",67.9,5.7,79.9,5.7,55.9,7.4,2.71,0,128,"USC00432769",-72.8083,44.9094,"05450","Franklin County","VT",12,-72.951129,-72.642921,45.016421,44.791004
"08-19",67.7,5.7,79.8,5.8,55.7,7.5,2.85,0,128,"USC00432769",-72.8083,44.9094,"05450","Franklin County","VT",12,-72.951129,-72.642921,45.016421,44.791004
"08-20",67.6,5.8,79.7,5.8,55.6,7.5,2.99,0,128,"USC00432769",-72.8083,44.9094,"05450","Franklin County","VT",12,-72.951129,-72.642921,45.016421,44.791004
"08-21",67.5,5.8,79.5,5.9,55.4,7.6,3.12,0,128,"USC00432769",-72.8083,44.9094,"05450","Franklin County","VT",12,-72.951129,-72.642921,45.016421,44.791004
"08-22",67.3,5.9,79.4,5.9,55.2,7.6,3.25,0,128,"USC00432769",-72.8083,44.9094,"05450","Franklin County","VT",12,-72.951129,-72.642921,45.016421,44.791004
"08-23",67.2,6,79.3,6,55,7.7,3.38,0,128,"USC00432769",-72.8083,44.9094,"05450","Franklin County","VT",12,-72.951129,-72.642921,45.016421,44.791004
"08-24",67,6,79.1,6,54.9,7.7,3.51,0,128,"USC00432769",-72.8083,44.9094,"05450","Franklin County","VT",12,-72.951129,-72.642921,45.016421,44.791004
"08-25",66.8,6.1,79,6.1,54.7,7.8,3.63,0,128,"USC00432769",-72.8083,44.9094,"05450","Franklin County","VT",12,-72.951129,-72.642921,45.016421,44.791004
"08-26",66.6,6.1,78.8,6.2,54.5,7.8,3.76,0,128,"USC00432769",-72.8083,44.9094,"05450","Franklin County","VT",12,-72.951129,-72.642921,45.016421,44.791004
"08-27",66.4,6.2,78.6,6.2,54.2,7.9,3.89,0,128,"USC00432769",-72.8083,44.9094,"05450","Franklin County","VT",12,-72.951129,-72.642921,45.016421,44.791004
"08-28",66.2,6.2,78.4,6.3,54,7.9,4.01,0,128,"USC00432769",-72.8083,44.9094,"05450","Franklin County","VT",12,-72.951129,-72.642921,45.016421,44.791004
"08-29",66,6.3,78.2,6.3,53.8,8,4.13,0,128,"USC00432769",-72.8083,44.9094,"05450","Franklin County","VT",12,-72.951129,-72.642921,45.016421,44.791004
"08-30",65.8,6.3,78,6.4,53.6,8,4.26,0,128,"USC00432769",-72.8083,44.9094,"05450","Franklin County","VT",12,-72.951129,-72.642921,45.016421,44.791004
"08-31",65.5,6.4,77.8,6.4,53.3,8.1,4.38,0,128,"USC00432769",-72.8083,44.9094,"05450","Franklin County","VT",12,-72.951129,-72.642921,45.016421,44.791004
"09-01",65.3,6.4,77.5,6.5,53.1,8.1,0.12,0,128,"USC00432769",-72.8083,44.9094,"05450","Franklin County","VT",12,-72.951129,-72.642921,45.016421,44.791004
"09-02",65.1,6.5,77.3,6.5,52.8,8.2,0.24,0,128,"USC00432769",-72.8083,44.9094,"05450","Franklin County","VT",12,-72.951129,-72.642921,45.016421,44.791004
"09-03",64.8,6.5,77,6.6,52.6,8.2,0.37,0,128,"USC00432769",-72.8083,44.9094,"05450","Franklin County","VT",12,-72.951129,-72.642921,45.016421,44.791004
"09-04",64.5,6.6,76.7,6.6,52.3,8.3,0.49,0,128,"USC00432769",-72.8083,44.9094,"05450","Franklin County","VT",12,-72.951129,-72.642921,45.016421,44.791004
"09-05",64.2,6.6,76.4,6.7,52,8.4,0.61,0,128,"USC00432769",-72.8083,44.9094,"05450","Franklin County","VT",12,-72.951129,-72.642921,45.016421,44.791004
"09-06",63.9,6.7,76.1,6.7,51.7,8.4,0.73,0,128,"USC00432769",-72.8083,44.9094,"05450","Franklin County","VT",12,-72.951129,-72.642921,45.016421,44.791004
"09-07",63.6,6.7,75.8,6.8,51.4,8.4,0.85,0,128,"USC00432769",-72.8083,44.9094,"05450","Franklin County","VT",12,-72.951129,-72.642921,45.016421,44.791004
"09-08",63.3,6.8,75.5,6.8,51.1,8.5,0.96,0,128,"USC00432769",-72.8083,44.9094,"05450","Franklin County","VT",12,-72.951129,-72.642921,45.016421,44.791004
"09-09",63,6.8,75.2,6.9,50.8,8.5,1.09,0,128,"USC00432769",-72.8083,44.9094,"05450","Franklin County","VT",12,-72.951129,-72.642921,45.016421,44.791004
"09-10",62.7,6.8,74.8,6.9,50.5,8.6,1.22,0,128,"USC00432769",-72.8083,44.9094,"05450","Franklin County","VT",12,-72.951129,-72.642921,45.016421,44.791004
"09-11",62.3,6.9,74.5,7,50.2,8.6,1.34,0,128,"USC00432769",-72.8083,44.9094,"05450","Franklin County","VT",12,-72.951129,-72.642921,45.016421,44.791004
"09-12",62,6.9,74.1,7,49.9,8.6,1.47,0,128,"USC00432769",-72.8083,44.9094,"05450","Franklin County","VT",12,-72.951129,-72.642921,45.016421,44.791004
"09-13",61.7,7,73.7,7.1,49.6,8.7,1.59,0,128,"USC00432769",-72.8083,44.9094,"05450","Franklin County","VT",12,-72.951129,-72.642921,45.016421,44.791004
"09-14",61.3,7,73.4,7.1,49.2,8.7,1.72,0,128,"USC00432769",-72.8083,44.9094,"05450","Franklin County","VT",12,-72.951129,-72.642921,45.016421,44.791004
"09-15",60.9,7,73,7.2,48.9,8.7,1.86,0,128,"USC00432769",-72.8083,44.9094,"05450","Franklin County","VT",12,-72.951129,-72.642921,45.016421,44.791004
"09-16",60.6,7.1,72.6,7.2,48.6,8.7,1.99,0,128,"USC00432769",-72.8083,44.9094,"05450","Franklin County","VT",12,-72.951129,-72.642921,45.016421,44.791004
"09-17",60.2,7.1,72.2,7.3,48.2,8.7,2.13,0,128,"USC00432769",-72.8083,44.9094,"05450","Franklin County","VT",12,-72.951129,-72.642921,45.016421,44.791004
"09-18",59.8,7.1,71.7,7.3,47.9,8.7,2.27,0,128,"USC00432769",-72.8083,44.9094,"05450","Franklin County","VT",12,-72.951129,-72.642921,45.016421,44.791004
"09-19",59.4,7.1,71.3,7.4,47.5,8.7,2.41,0,128,"USC00432769",-72.8083,44.9094,"05450","Franklin County","VT",12,-72.951129,-72.642921,45.016421,44.791004
"09-20",59,7.2,70.9,7.5,47.2,8.7,2.55,0,128,"USC00432769",-72.8083,44.9094,"05450","Franklin County","VT",12,-72.951129,-72.642921,45.016421,44.791004
"09-21",58.6,7.2,70.5,7.5,46.8,8.8,2.69,0,128,"USC00432769",-72.8083,44.9094,"05450","Franklin County","VT",12,-72.951129,-72.642921,45.016421,44.791004
"09-22",58.3,7.2,70,7.6,46.5,8.8,2.84,0,128,"USC00432769",-72.8083,44.9094,"05450","Franklin County","VT",12,-72.951129,-72.642921,45.016421,44.791004
"09-23",57.9,7.2,69.6,7.6,46.1,8.8,2.98,0,128,"USC00432769",-72.8083,44.9094,"05450","Franklin County","VT",12,-72.951129,-72.642921,45.016421,44.791004
"09-24",57.5,7.3,69.2,7.7,45.8,8.8,3.13,0,128,"USC00432769",-72.8083,44.9094,"05450","Franklin County","VT",12,-72.951129,-72.642921,45.016421,44.791004
"09-25",57.1,7.3,68.7,7.8,45.4,8.8,3.27,0,128,"USC00432769",-72.8083,44.9094,"05450","Franklin County","VT",12,-72.951129,-72.642921,45.016421,44.791004
"09-26",56.7,7.3,68.3,7.8,45.1,8.8,3.41,0,128,"USC00432769",-72.8083,44.9094,"05450","Franklin County","VT",12,-72.951129,-72.642921,45.016421,44.791004
"09-27",56.3,7.4,67.9,7.9,44.7,8.8,3.56,0,128,"USC00432769",-72.8083,44.9094,"05450","Franklin County","VT",12,-72.951129,-72.642921,45.016421,44.791004
"09-28",55.9,7.4,67.4,8,44.4,8.8,3.7,0,128,"USC00432769",-72.8083,44.9094,"05450","Franklin County","VT",12,-72.951129,-72.642921,45.016421,44.791004
"09-29",55.5,7.4,67,8,44,8.8,3.84,0,128,"USC00432769",-72.8083,44.9094,"05450","Franklin County","VT",12,-72.951129,-72.642921,45.016421,44.791004
"09-30",55.1,7.5,66.5,8.1,43.7,8.8,3.97,0,128,"USC00432769",-72.8083,44.9094,"05450","Franklin County","VT",12,-72.951129,-72.642921,45.016421,44.791004
"10-01",54.7,7.5,66.1,8.2,43.3,8.9,0.14,0,128,"USC00432769",-72.8083,44.9094,"05450","Franklin County","VT",12,-72.951129,-72.642921,45.016421,44.791004
"10-02",54.3,7.5,65.7,8.2,43,8.9,0.27,0,128,"USC00432769",-72.8083,44.9094,"05450","Franklin County","VT",12,-72.951129,-72.642921,45.016421,44.791004
"10-03",53.9,7.5,65.3,8.3,42.6,8.9,0.41,0,128,"USC00432769",-72.8083,44.9094,"05450","Franklin County","VT",12,-72.951129,-72.642921,45.016421,44.791004
"10-04",53.6,7.6,64.8,8.4,42.3,8.9,0.55,0,128,"USC00432769",-72.8083,44.9094,"05450","Franklin County","VT",12,-72.951129,-72.642921,45.016421,44.791004
"10-05",53.2,7.6,64.4,8.5,41.9,8.9,0.69,0,128,"USC00432769",-72.8083,44.9094,"05450","Franklin County","VT",12,-72.951129,-72.642921,45.016421,44.791004
"10-06",52.8,7.7,64,8.5,41.6,8.9,0.83,0,128,"USC00432769",-72.8083,44.9094,"05450","Franklin County","VT",12,-72.951129,-72.642921,45.016421,44.791004
"10-07",52.4,7.7,63.6,8.6,41.3,8.9,0.98,0,128,"USC00432769",-72.8083,44.9094,"05450","Franklin County","VT",12,-72.951129,-72.642921,45.016421,44.791004
"10-08",52,7.7,63.2,8.7,40.9,8.9,1.12,0,128,"USC00432769",-72.8083,44.9094,"05450","Franklin County","VT",12,-72.951129,-72.642921,45.016421,44.791004
"10-09",51.7,7.8,62.8,8.8,40.6,8.9,1.27,0,128,"USC00432769",-72.8083,44.9094,"05450","Franklin County","VT",12,-72.951129,-72.642921,45.016421,44.791004
"10-10",51.3,7.8,62.3,8.8,40.3,8.9,1.42,0,128,"USC00432769",-72.8083,44.9094,"05450","Franklin County","VT",12,-72.951129,-72.642921,45.016421,44.791004
"10-11",51,7.8,61.9,8.9,40,8.9,1.57,0,128,"USC00432769",-72.8083,44.9094,"05450","Franklin County","VT",12,-72.951129,-72.642921,45.016421,44.791004
"10-12",50.6,7.8,61.5,9,39.6,8.9,1.72,0,128,"USC00432769",-72.8083,44.9094,"05450","Franklin County","VT",12,-72.951129,-72.642921,45.016421,44.791004
"10-13",50.2,7.9,61.1,9,39.3,8.9,1.86,0,128,"USC00432769",-72.8083,44.9094,"05450","Franklin County","VT",12,-72.951129,-72.642921,45.016421,44.791004
"10-14",49.9,7.9,60.7,9.1,39,8.9,2,0.1,128,"USC00432769",-72.8083,44.9094,"05450","Franklin County","VT",12,-72.951129,-72.642921,45.016421,44.791004
"10-15",49.5,7.9,60.4,9.1,38.7,8.9,2.13,0.1,128,"USC00432769",-72.8083,44.9094,"05450","Franklin County","VT",12,-72.951129,-72.642921,45.016421,44.791004
"10-16",49.2,7.9,60,9.2,38.4,8.8,2.27,0.1,128,"USC00432769",-72.8083,44.9094,"05450","Franklin County","VT",12,-72.951129,-72.642921,45.016421,44.791004
"10-17",48.8,8,59.6,9.2,38.1,8.8,2.4,0.1,128,"USC00432769",-72.8083,44.9094,"05450","Franklin County","VT",12,-72.951129,-72.642921,45.016421,44.791004
"10-18",48.5,8,59.2,9.3,37.7,8.8,2.54,0.1,128,"USC00432769",-72.8083,44.9094,"05450","Franklin County","VT",12,-72.951129,-72.642921,45.016421,44.791004
